# The Ingot (MGC Overnight Level Sweep-Reclaim (5m)) - best return-on-drawdown window 04 Jan 2026 to 07 Aug 2026 - closed trades at Multiplier 5 - hypothetical backtested results, commissions and slippage modeled
exit_day,entry_px,exit_px,net_pnl_usd,side,signal,qty,return_pct
04 Jun 26,4556.5,4578.5,1088.0,L,L,5.0,0.4776
04 Jun 26,4590.7,4600.5,478.0,L,L,5.0,0.2082
04 Jun 26,4590.7,4568.9,-1102.0,L,L,5.0,-0.4801
04 Jun 26,4553.1,4543.4,473.0,S,S,5.0,0.2078
04 Jun 26,4553.1,4533.7,958.0,S,S,5.0,0.4208
04 Jun 26,4537.7,4528.7,438.0,S,S,5.0,0.193
05 Jun 26,4537.7,4519.8,883.0,S,S,5.0,0.3892
05 Jun 26,4533.2,4524.3,433.0,S,S,5.0,0.191
05 Jun 26,4533.2,4515.5,873.0,S,S,5.0,0.3852
07 Jun 26,4416.9,4406.9,488.0,S,S,5.0,0.221
07 Jun 26,4416.9,4396.9,988.0,S,S,5.0,0.4474
07 Jun 26,4411.7,4396.5,748.0,S,S,5.0,0.3391
07 Jun 26,4411.7,4399.8,583.0,S,S,5.0,0.2643
08 Jun 26,4404.3,4392.8,563.0,S,S,5.0,0.2557
08 Jun 26,4404.3,4381.4,1133.0,S,S,5.0,0.5145
08 Jun 26,4387.2,4375.3,583.0,S,S,5.0,0.2658
08 Jun 26,4387.2,4375.3,583.0,S,S,5.0,0.2658
08 Jun 26,4370.7,4396.0,-1277.0,S,S,5.0,-0.5843
08 Jun 26,4370.7,4396.0,-1277.0,S,S,5.0,-0.5843
08 Jun 26,4409.6,4421.2,568.0,L,L,5.0,0.2576
08 Jun 26,4409.6,4421.5,583.0,L,L,5.0,0.2644
08 Jun 26,4402.2,4425.9,-1197.0,S,S,5.0,-0.5438
08 Jun 26,4402.2,4425.9,-1197.0,S,S,5.0,-0.5438
09 Jun 26,4419.5,4435.8,803.0,L,L,5.0,0.3634
09 Jun 26,4419.5,4431.4,583.0,L,L,5.0,0.2638
10 Jun 26,4166.5,4191.8,-1277.0,S,S,5.0,-0.613
10 Jun 26,4166.5,4191.8,-1277.0,S,S,5.0,-0.613
11 Jun 26,4188.0,4164.7,-1177.0,L,L,5.0,-0.5621
11 Jun 26,4188.0,4164.7,-1177.0,L,L,5.0,-0.5621
11 Jun 26,4166.1,4155.2,533.0,S,S,5.0,0.2559
11 Jun 26,4166.1,4144.3,1078.0,S,S,5.0,0.5175
12 Jun 26,4279.9,4289.2,453.0,L,L,5.0,0.2117
12 Jun 26,4279.9,4285.2,253.0,L,L,5.0,0.1182
14 Jun 26,4374.2,4383.4,448.0,L,L,5.0,0.2048
14 Jun 26,4374.2,4392.6,908.0,L,L,5.0,0.4152
15 Jun 26,4391.6,4400.3,423.0,L,L,5.0,0.1926
15 Jun 26,4391.6,4408.9,853.0,L,L,5.0,0.3885
15 Jun 26,4418.6,4435.3,823.0,L,L,5.0,0.3725
15 Jun 26,4418.6,4452.0,1658.0,L,L,5.0,0.7505
15 Jun 26,4397.8,4388.5,453.0,S,S,5.0,0.206
16 Jun 26,4397.8,4420.8,-1162.0,S,S,5.0,-0.5284
16 Jun 26,4426.9,4436.4,463.0,L,L,5.0,0.2092
16 Jun 26,4426.9,4406.5,-1032.0,L,L,5.0,-0.4662
17 Jun 26,4424.1,4435.0,533.0,L,L,5.0,0.241
17 Jun 26,4424.1,4436.0,583.0,L,L,5.0,0.2636
21 Jun 26,4219.4,4243.8,-1232.0,S,S,5.0,-0.584
21 Jun 26,4219.4,4243.8,-1232.0,S,S,5.0,-0.584
22 Jun 26,4266.9,4242.6,-1227.0,L,L,5.0,-0.5751
22 Jun 26,4266.9,4242.6,-1227.0,L,L,5.0,-0.5751
22 Jun 26,4236.1,4222.1,688.0,S,S,5.0,0.3248
23 Jun 26,4236.1,4224.2,583.0,S,S,5.0,0.2753
23 Jun 26,4215.6,4201.3,703.0,S,S,5.0,0.3335
23 Jun 26,4215.6,4209.6,288.0,S,S,5.0,0.1366
23 Jun 26,4168.2,4147.7,1013.0,S,S,5.0,0.4861
23 Jun 26,4168.2,4156.3,583.0,S,S,5.0,0.2797
23 Jun 26,4166.2,4147.7,913.0,S,S,5.0,0.4383
23 Jun 26,4166.2,4129.2,1838.0,S,S,5.0,0.8823
24 Jun 26,4137.5,4161.3,-1202.0,S,S,5.0,-0.581
24 Jun 26,4137.5,4161.3,-1202.0,S,S,5.0,-0.581
24 Jun 26,4122.7,4104.6,893.0,S,S,5.0,0.4332
24 Jun 26,4122.7,4086.6,1793.0,S,S,5.0,0.8698
24 Jun 26,4088.3,4055.0,-1677.0,L,L,5.0,-0.8204
24 Jun 26,4088.3,4055.0,-1677.0,L,L,5.0,-0.8204
24 Jun 26,4075.2,4065.3,483.0,S,S,5.0,0.237
24 Jun 26,4075.2,4055.5,973.0,S,S,5.0,0.4775
25 Jun 26,4056.0,4078.8,-1152.0,S,S,5.0,-0.568
25 Jun 26,4056.0,4078.8,-1152.0,S,S,5.0,-0.568
25 Jun 26,4092.5,4082.8,473.0,S,S,5.0,0.2312
25 Jun 26,4092.5,4073.2,953.0,S,S,5.0,0.4657
26 Jun 26,4069.2,4091.2,-1112.0,S,S,5.0,-0.5465
26 Jun 26,4069.2,4091.2,-1112.0,S,S,5.0,-0.5465
26 Jun 26,4086.6,4097.7,543.0,L,L,5.0,0.2657
26 Jun 26,4086.6,4098.5,583.0,L,L,5.0,0.2853
26 Jun 26,4103.2,4114.9,573.0,L,L,5.0,0.2793
26 Jun 26,4103.2,4126.6,1158.0,L,L,5.0,0.5644
26 Jun 26,4125.0,4135.9,533.0,L,L,5.0,0.2584
26 Jun 26,4125.0,4146.7,1073.0,L,L,5.0,0.5202
29 Jun 26,4142.6,4120.7,-1107.0,L,L,5.0,-0.5344
29 Jun 26,4142.6,4120.7,-1107.0,L,L,5.0,-0.5344
29 Jun 26,4136.2,4127.0,448.0,S,S,5.0,0.2166
29 Jun 26,4136.2,4117.9,903.0,S,S,5.0,0.4366
29 Jun 26,4112.9,4102.9,488.0,S,S,5.0,0.2373
29 Jun 26,4112.9,4092.9,988.0,S,S,5.0,0.4804
30 Jun 26,4035.9,4058.9,-1162.0,S,S,5.0,-0.5758
30 Jun 26,4035.9,4058.9,-1162.0,S,S,5.0,-0.5758
30 Jun 26,4060.5,4048.8,573.0,S,S,5.0,0.2822
30 Jun 26,4060.5,4057.5,138.0,S,S,5.0,0.068
01 Jul 26,4053.5,4043.1,508.0,S,S,5.0,0.2506
01 Jul 26,4053.5,4041.6,583.0,S,S,5.0,0.2877
01 Jul 26,4045.8,4068.9,-1167.0,S,S,5.0,-0.5769
01 Jul 26,4045.8,4068.9,-1167.0,S,S,5.0,-0.5769
01 Jul 26,4100.2,4110.0,478.0,L,L,5.0,0.2332
01 Jul 26,4100.2,4119.8,968.0,L,L,5.0,0.4722
01 Jul 26,4119.6,4140.9,-1077.0,S,S,5.0,-0.5229
01 Jul 26,4119.6,4140.9,-1077.0,S,S,5.0,-0.5229
